Score_crediticio,Ingreso_Neto,MONTO_SOLICITADO,TIEMPO_EMPLEO,TIPO_CONTRATO,GRADO_DE_ESTUDIOS,ESTADO_CIVIL,Edad,NUM_DEPENDIENTES,TIPO_DE_VIVIENDA,Tipo_de_cargo,Tipo_de_ocupacion,Plazo_del_prestamo,Frecuencia_de_pago,Porcentaje_Incumplimiento,credito_pagado,TIEMPO_RESIDENCIA_DOMICILIO
320,40133,15800,6,Trabajo asalariado,Secundaria,Soltero,68,1,Propietario,Jubilado,licenciada,15,catorcenal,0.8,1,12
461,13264,83931,6,Trabajo eventual,Bachillerato,Casado,20,1,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.8,0,12
436,36463,37994,6,Trabajador independiente,Ingeniería,Soltero,33,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,18,mensual,0.7,0,12
558,22029,167624,6,Trabajo asalariado,Especialidad,Divorciado,51,4,Inquilino,Administrativo,policia,15,mensual,0.9,0,12
475,10109,170937,6,Pensionado jubilado,Maestría,Casado,53,0,Propietario,Ventas por catÃ¡logo,preventa,6,quincenal,0.7,0,12
795,49481,132734,6,Trabajo eventual,Especialidad,Divorciado,18,0,Inquilino,Jubilado,Encargado de restaurant,9,mensual,0.3,1,12
525,27042,41727,6,Trabajo eventual,Media superior,Casado,63,0,Inquilino,Operativo,gerente,18,quincenal,0.7,0,12
323,48753,36852,6,Pensionado jubilado,Primaria,Soltero,43,3,Propietario,Administrativo,director de obras pÃºblicas,12,catorcenal,0.8,0,12
807,40150,183773,6,Trabajo eventual,Media superior,Divorciado,35,4,Inquilino,Jubilado,labor de hogar,6,catorcenal,0.1,1,12
709,34430,185302,6,Trabajo eventual,Licenciatura,Soltero,23,1,Inquilino,Jubilado,enfermera,12,semanal,0.3,1,12
702,10782,57781,6,Trabajo eventual,Especialidad,Soltero,27,1,Inquilino,Ventas por catÃ¡logo,tortillera,12,quincenal,0.5,0,12
809,27890,86942,6,Trabajo asalariado,Educación Básica,Viudo,63,1,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,6,mensual,0.1,1,12
300,27911,85685,6,Trabajador independiente,Especialidad,Divorciado,47,3,Propietario,Ventas por catÃ¡logo,docente,6,catorcenal,0.8,0,12
413,34759,98808,6,Trabajo asalariado,Bachillerato,Casado,59,4,Inquilino,Operativo,aluminiero,12,mensual,0.7,0,12
564,9033,182109,6,Trabajo eventual,Preparatoria,Soltero,32,2,Inquilino,Jubilado,Programador,18,quincenal,0.7,0,12
435,18395,54334,6,Trabajador independiente,Bachillerato,Soltero,50,1,Inquilino,Administrativo,docente,12,semanal,0.9,0,12
558,29819,188965,6,Pensionado jubilado,Especialidad,Soltero,38,4,Inquilino,Ventas por catÃ¡logo,Programador,12,quincenal,0.8,0,12
780,46089,83707,6,Trabajador independiente,Primaria,Casado,23,0,Propietario,Administrativo,Administrativo,3,semanal,0.3,1,12
809,28019,62775,6,Trabajador independiente,Preparatoria,Divorciado,43,2,Inquilino,Operativo,Empleado,12,catorcenal,0.1,1,12
512,13636,54437,6,Trabajo asalariado,Especialidad,Soltero,69,3,Inquilino,Ventas por catÃ¡logo,docente,12,semanal,0.8,0,12
663,36007,35795,6,Trabajo asalariado,Bachillerato,Casado,33,3,Propietario,Jubilado,intendente,3,mensual,0.4,0,12
474,30338,87617,6,Trabajador independiente,Secundaria,Casado,36,0,Inquilino,Ventas por catÃ¡logo,Contadora,6,quincenal,0.7,0,12
601,43067,49363,6,Trabajador independiente,Educación Básica,Divorciado,38,2,Propietario,Administrativo,docente,9,mensual,0.9,0,12
552,14323,127811,6,Trabajo asalariado,Bachillerato,Viudo,52,3,Propietario,Administrativo,gerente,9,mensual,0.9,0,12
440,48194,44279,6,Pensionado jubilado,Primaria,Viudo,39,2,Propietario,Administrativo,preventa,6,quincenal,0.8,0,12
727,48596,18947,6,Pensionado jubilado,Maestría,Viudo,58,0,Inquilino,Operativo,docente,12,mensual,0.2,1,12
463,46131,170243,6,Pensionado jubilado,Especialidad,Divorciado,54,0,Propietario,Administrativo,docente,18,mensual,0.8,0,12
450,33937,66350,6,Pensionado jubilado,Ingeniería,Casado,61,2,Inquilino,Ventas por catÃ¡logo,intendente,3,mensual,0.9,0,12
596,38004,187024,6,Trabajador independiente,Preparatoria,Soltero,34,0,Propietario,Operativo,Contadora,6,quincenal,0.8,1,12
668,38756,21029,6,Trabajador independiente,Educación Básica,Divorciado,18,0,Propietario,Jubilado,director de obras pÃºblicas,9,quincenal,0.2,1,12
658,12848,74615,6,Trabajo eventual,Media superior,Casado,49,4,Propietario,Ventas por catÃ¡logo,supervisor almacenes,3,catorcenal,0.6,0,12
507,39905,121219,6,Trabajo eventual,Primaria,Casado,21,2,Inquilino,Operativo,supervisor almacenes,9,semanal,0.7,0,12
522,31143,30122,6,Trabajo eventual,Licenciatura,Viudo,19,0,Propietario,Administrativo,licenciada,18,mensual,0.7,0,12
749,26736,81865,6,Trabajo asalariado,Preparatoria,Divorciado,59,4,Propietario,Jubilado,Contadora,9,quincenal,0.2,1,12
622,38062,93199,6,Trabajo eventual,Especialidad,Divorciado,21,1,Propietario,Operativo,Programador,9,mensual,0.6,0,12
487,30338,87617,6,Trabajador independiente,Secundaria,Casado,36,0,Inquilino,Ventas por catÃ¡logo,Contadora,6,quincenal,0.7,1,12
715,40796,28429,6,Trabajo eventual,Maestría,Casado,37,1,Propietario,Administrativo,Jubilado,6,mensual,0.2,1,12
590,14650,177851,6,Trabajo eventual,Maestría,Viudo,60,4,Inquilino,Ventas por catÃ¡logo,Mesera,6,mensual,0.8,0,12
676,44575,102136,6,Trabajo asalariado,Secundaria,Soltero,66,1,Inquilino,Ventas por catÃ¡logo,gerente,9,quincenal,0.5,1,12
510,12906,181072,6,Pensionado jubilado,Bachillerato,Divorciado,40,0,Propietario,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.8,0,12
405,44974,68936,6,Trabajo eventual,Licenciatura,Casado,33,2,Propietario,Administrativo,farmacia,15,mensual,0.8,0,12
443,26592,172188,6,Pensionado jubilado,Maestría,Soltero,52,0,Inquilino,Ventas por catÃ¡logo,policia,6,semanal,0.8,1,12
697,32490,83258,6,Trabajo asalariado,Bachillerato,Soltero,40,1,Propietario,Operativo,tortillera,15,quincenal,0.2,1,12
339,16563,91661,6,Trabajo eventual,Bachillerato,Casado,58,0,Propietario,Operativo,docente,15,catorcenal,0.8,0,12
472,5525,75202,6,Trabajo asalariado,Licenciatura,Soltero,61,0,Inquilino,Administrativo,docente,3,quincenal,0.8,0,12
325,40923,166645,6,Pensionado jubilado,Ingeniería,Soltero,38,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,3,mensual,0.9,0,12
721,14110,10906,6,Pensionado jubilado,Media superior,Viudo,25,4,Inquilino,Operativo,licenciada,18,semanal,0.4,1,12
494,46621,21288,6,Trabajador independiente,Ingeniería,Soltero,64,2,Inquilino,Jubilado,preventa,15,mensual,0.9,0,12
556,49965,195706,6,Pensionado jubilado,Maestría,Soltero,23,2,Propietario,Ventas por catÃ¡logo,Administrativo,18,semanal,0.6,0,12
525,12009,26727,6,Trabajo asalariado,Bachillerato,Divorciado,38,2,Inquilino,Administrativo,enfermera,6,semanal,0.8,0,12
332,43467,154302,6,Trabajo asalariado,Ingeniería,Divorciado,37,3,Inquilino,Administrativo,policia,9,mensual,0.8,0,12
799,33841,197404,6,Trabajo asalariado,Preparatoria,Casado,69,1,Inquilino,Jubilado,docente,18,semanal,0.2,1,12
548,32961,10347,6,Trabajador independiente,Media superior,Soltero,28,2,Inquilino,Jubilado,Encargado de restaurant,6,quincenal,0.7,0,12
823,21422,32766,6,Trabajo eventual,Educación Básica,Soltero,20,0,Inquilino,Jubilado,intendente,6,semanal,0.1,1,12
445,12059,199509,6,Trabajo asalariado,Bachillerato,Divorciado,48,0,Propietario,Administrativo,carpintero,18,catorcenal,0.7,0,12
477,22905,27420,6,Trabajador independiente,Maestría,Casado,41,4,Inquilino,Operativo,mecÃ¡nico,18,catorcenal,0.8,1,12
487,12906,181072,6,Pensionado jubilado,Bachillerato,Divorciado,40,0,Propietario,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.9,0,12
589,10495,100028,6,Trabajo eventual,Preparatoria,Soltero,34,2,Propietario,Operativo,Administrativo,18,mensual,0.8,0,12
622,31172,100457,6,Trabajo asalariado,Bachillerato,Casado,55,4,Propietario,Ventas por catÃ¡logo,docente,18,catorcenal,0.6,0,12
405,39447,141554,6,Pensionado jubilado,Licenciatura,Divorciado,66,0,Propietario,Jubilado,aluminiero,12,semanal,0.8,0,12
654,16207,68278,6,Trabajo eventual,Bachillerato,Divorciado,69,2,Inquilino,Administrativo,Encargado de restaurant,6,mensual,0.6,1,12
854,6560,150361,6,Trabajador independiente,Ingeniería,Viudo,51,0,Inquilino,Administrativo,Atencion al cliente,15,quincenal,0.1,1,12
559,8020,103605,6,Pensionado jubilado,Media superior,Viudo,59,4,Inquilino,Jubilado,enfermera,6,mensual,0.7,0,12
443,15793,167331,6,Pensionado jubilado,Primaria,Soltero,45,3,Inquilino,Jubilado,Oficial AlbaÃ±il,18,catorcenal,0.8,0,12
381,13234,27746,6,Trabajador independiente,Preparatoria,Casado,54,4,Inquilino,Jubilado,Contadora,6,mensual,0.7,0,12
676,9790,154817,6,Pensionado jubilado,Preparatoria,Soltero,21,2,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,3,quincenal,0.5,0,12
689,48790,77954,6,Trabajador independiente,Primaria,Divorciado,25,1,Inquilino,Operativo,policia,6,catorcenal,0.6,0,12
666,14130,159363,6,Trabajador independiente,Preparatoria,Viudo,59,4,Propietario,Jubilado,agricultor,6,semanal,0.4,1,12
670,6524,197660,6,Trabajo eventual,Licenciatura,Soltero,58,2,Propietario,Ventas por catÃ¡logo,farmacia,6,catorcenal,0.5,0,12
656,30426,86557,6,Trabajo asalariado,Educación Básica,Divorciado,62,1,Propietario,Ventas por catÃ¡logo,Mesera,6,catorcenal,0.5,1,12
406,36463,37994,6,Trabajador independiente,Ingeniería,Soltero,33,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,18,mensual,0.9,0,12
805,15181,102239,6,Pensionado jubilado,Secundaria,Viudo,59,1,Inquilino,Jubilado,agricultor,15,semanal,0.1,1,12
363,49813,183148,6,Trabajo eventual,Educación Básica,Casado,37,3,Inquilino,Administrativo,docente,6,quincenal,0.8,0,12
646,16555,133955,6,Trabajador independiente,Educación Básica,Viudo,19,2,Inquilino,Operativo,obrero,18,catorcenal,0.5,1,12
732,30766,13770,6,Pensionado jubilado,Media superior,Divorciado,54,4,Inquilino,Administrativo,Empleado,9,mensual,0.2,1,12
661,16207,68278,6,Trabajo eventual,Bachillerato,Divorciado,69,2,Inquilino,Administrativo,Encargado de restaurant,6,mensual,0.5,0,12
689,38142,153066,6,Trabajador independiente,Educación Básica,Soltero,61,2,Propietario,Operativo,Programador,6,catorcenal,0.3,1,12
327,44532,16093,6,Pensionado jubilado,Maestría,Viudo,38,4,Propietario,Administrativo,licenciada,15,quincenal,0.8,0,12
451,37975,54733,6,Pensionado jubilado,Especialidad,Viudo,38,0,Inquilino,Administrativo,Administrativo,9,mensual,0.9,0,12
370,20251,35447,6,Trabajo eventual,Primaria,Viudo,50,1,Inquilino,Ventas por catÃ¡logo,docente,9,catorcenal,0.7,1,12
451,49912,151108,6,Pensionado jubilado,Media superior,Viudo,40,1,Propietario,Administrativo,director de obras pÃºblicas,9,catorcenal,0.8,0,12
550,28384,71314,6,Trabajador independiente,Maestría,Divorciado,48,4,Inquilino,Administrativo,agricultor,6,mensual,0.9,0,12
602,14650,177851,6,Trabajo eventual,Maestría,Viudo,60,4,Inquilino,Ventas por catÃ¡logo,Mesera,6,mensual,0.7,0,12
810,42114,159544,6,Trabajo eventual,Maestría,Soltero,46,3,Propietario,Operativo,costurera,12,catorcenal,0.3,1,12
377,23297,14503,6,Trabajador independiente,Maestría,Casado,33,2,Propietario,Operativo,docente,15,mensual,0.8,0,12
540,22029,167624,6,Trabajo asalariado,Especialidad,Divorciado,51,4,Inquilino,Administrativo,policia,15,mensual,0.8,0,12
385,24895,33082,6,Trabajo asalariado,Ingeniería,Soltero,53,2,Inquilino,Administrativo,Mesera,6,quincenal,0.9,0,12
319,39958,173418,6,Trabajador independiente,Preparatoria,Divorciado,33,0,Inquilino,Administrativo,Encargado de restaurant,12,semanal,0.8,0,12
648,10656,76425,6,Trabajo asalariado,Maestría,Divorciado,62,3,Propietario,Ventas por catÃ¡logo,costurera,9,catorcenal,0.4,1,12
625,29596,91516,6,Trabajo asalariado,Ingeniería,Soltero,22,2,Inquilino,Administrativo,alfarero,18,catorcenal,0.8,0,12
563,14374,33380,6,Pensionado jubilado,Primaria,Soltero,58,0,Propietario,Administrativo,tortillera,12,semanal,0.8,0,12
607,12843,136265,6,Pensionado jubilado,Media superior,Soltero,34,0,Inquilino,Jubilado,supervisor almacenes,15,semanal,0.6,0,12
771,32935,29022,6,Pensionado jubilado,Ingeniería,Casado,38,1,Propietario,Ventas por catÃ¡logo,aluminiero,12,semanal,0.2,1,12
536,18507,31832,6,Trabajador independiente,Bachillerato,Viudo,46,4,Propietario,Administrativo,supervisor almacenes,3,mensual,0.8,0,12
725,39414,23708,6,Trabajo eventual,Licenciatura,Soltero,41,1,Inquilino,Jubilado,intendente,6,semanal,0.2,1,12
480,45747,90371,6,Trabajador independiente,Educación Básica,Viudo,61,3,Inquilino,Administrativo,director de obras pÃºblicas,9,quincenal,0.8,0,12
671,49569,85073,6,Trabajo eventual,Maestría,Soltero,19,2,Inquilino,Operativo,Administrativo,12,catorcenal,0.5,0,12
712,28040,46971,6,Trabajo asalariado,Primaria,Soltero,57,1,Propietario,Administrativo,licenciada,9,quincenal,0.2,1,12
537,24129,194784,6,Trabajo asalariado,Ingeniería,Casado,45,4,Inquilino,Ventas por catÃ¡logo,ventas,18,quincenal,0.9,0,12
719,11116,108850,6,Trabajo eventual,Bachillerato,Soltero,38,3,Propietario,Ventas por catÃ¡logo,supervisor almacenes,18,mensual,0.5,1,12
652,9895,75028,6,Trabajo eventual,Ingeniería,Casado,50,2,Propietario,Operativo,director de obras pÃºblicas,18,quincenal,0.5,0,12
372,38339,122235,6,Trabajo asalariado,Educación Básica,Divorciado,62,3,Propietario,Operativo,alfarero,9,quincenal,0.7,0,12
379,30619,42991,6,Trabajo eventual,Preparatoria,Viudo,40,1,Propietario,Operativo,Mesera,9,mensual,0.7,0,12
359,34619,15651,6,Trabajo eventual,Licenciatura,Soltero,58,2,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,12,mensual,0.7,0,12
578,41221,7336,6,Trabajo asalariado,Licenciatura,Casado,28,2,Inquilino,Ventas por catÃ¡logo,Contadora,15,catorcenal,0.7,0,12
347,30611,130147,6,Trabajo eventual,Primaria,Viudo,36,0,Inquilino,Administrativo,tortillera,15,mensual,0.8,0,12
567,34757,187051,6,Trabajador independiente,Ingeniería,Divorciado,35,4,Inquilino,Ventas por catÃ¡logo,costurera,15,semanal,0.8,0,12
378,35137,101055,6,Trabajo eventual,Licenciatura,Casado,22,0,Propietario,Ventas por catÃ¡logo,Encargado de restaurant,15,semanal,0.8,0,12
455,42574,137161,6,Trabajo eventual,Media superior,Soltero,57,2,Inquilino,Ventas por catÃ¡logo,farmacia,9,semanal,0.9,0,12
547,12491,150016,6,Trabajo eventual,Secundaria,Divorciado,35,2,Propietario,Ventas por catÃ¡logo,mecÃ¡nico,12,quincenal,0.9,0,12
508,25144,120053,6,Trabajo asalariado,Ingeniería,Divorciado,51,2,Propietario,Operativo,docente,3,catorcenal,0.9,0,12
811,15181,102239,6,Pensionado jubilado,Secundaria,Viudo,59,1,Inquilino,Jubilado,agricultor,15,semanal,0.1,1,12
689,48201,130736,6,Trabajador independiente,Secundaria,Divorciado,68,0,Inquilino,Ventas por catÃ¡logo,obrero,18,catorcenal,0.2,1,12
704,20850,182404,6,Trabajo eventual,Preparatoria,Soltero,35,1,Propietario,Jubilado,Empleado,6,quincenal,0.5,1,12
704,39839,151424,6,Trabajador independiente,Preparatoria,Divorciado,29,3,Inquilino,Administrativo,supervisor almacenes,9,quincenal,0.4,1,12
800,25420,60533,6,Trabajador independiente,Ingeniería,Casado,29,2,Inquilino,Ventas por catÃ¡logo,Administrativo,15,mensual,0.2,1,12
350,46752,173933,6,Trabajador independiente,Media superior,Viudo,58,1,Propietario,Administrativo,obrero,3,catorcenal,0.9,0,12
365,14715,157458,6,Trabajo asalariado,Especialidad,Viudo,66,4,Inquilino,Jubilado,docente,15,semanal,0.9,0,12
465,12906,181072,6,Pensionado jubilado,Bachillerato,Divorciado,40,0,Propietario,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.7,0,12
785,12629,8744,6,Trabajo eventual,Ingeniería,Soltero,20,1,Inquilino,Jubilado,Encargado de restaurant,12,quincenal,0.2,1,12
594,21514,191388,6,Trabajo eventual,Primaria,Casado,48,1,Inquilino,Jubilado,enfermera,12,quincenal,0.6,1,12
543,29819,188965,6,Pensionado jubilado,Especialidad,Soltero,38,4,Inquilino,Ventas por catÃ¡logo,Programador,12,quincenal,0.7,0,12
475,6762,191749,6,Trabajo asalariado,Maestría,Divorciado,21,4,Propietario,Jubilado,agricultor,12,quincenal,0.8,0,12
586,21661,171923,6,Trabajo eventual,Primaria,Casado,66,3,Inquilino,Operativo,vendedor,6,quincenal,0.9,1,12
480,19663,186480,6,Pensionado jubilado,Especialidad,Soltero,47,2,Inquilino,Operativo,docente,6,quincenal,0.8,0,12
726,8713,45197,6,Trabajador independiente,Licenciatura,Viudo,31,1,Propietario,Ventas por catÃ¡logo,farmacia,9,semanal,0.1,1,12
616,39801,164210,6,Pensionado jubilado,Licenciatura,Casado,33,0,Propietario,Operativo,Oficial AlbaÃ±il,9,semanal,0.5,1,12
424,10724,86816,6,Trabajo eventual,Media superior,Viudo,49,1,Propietario,Jubilado,Encargado de restaurant,12,semanal,0.9,0,12
552,37581,47604,6,Trabajo eventual,Especialidad,Divorciado,22,2,Propietario,Ventas por catÃ¡logo,preventa,6,mensual,0.8,0,12
635,35811,151150,6,Trabajo eventual,Media superior,Casado,63,3,Inquilino,Administrativo,policia,3,quincenal,0.4,0,12
304,13942,109792,6,Trabajo asalariado,Educación Básica,Divorciado,41,2,Inquilino,Jubilado,docente,15,catorcenal,0.8,0,12
398,15706,172807,6,Trabajo asalariado,Maestría,Divorciado,62,3,Propietario,Ventas por catÃ¡logo,docente,3,catorcenal,0.8,0,12
445,5302,160289,6,Trabajador independiente,Bachillerato,Soltero,29,2,Propietario,Ventas por catÃ¡logo,vendedor,6,mensual,0.8,0,12
406,9437,118816,6,Pensionado jubilado,Especialidad,Casado,45,3,Inquilino,Operativo,obrero,15,mensual,0.9,0,12
341,32117,20282,6,Trabajador independiente,Educación Básica,Viudo,51,0,Propietario,Ventas por catÃ¡logo,ventas,15,semanal,0.7,0,12
480,47685,83279,6,Trabajador independiente,Primaria,Divorciado,45,3,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,12,mensual,0.9,0,12
443,9437,118816,6,Pensionado jubilado,Especialidad,Casado,45,3,Inquilino,Operativo,obrero,15,mensual,0.7,0,12
636,25939,5781,6,Trabajo eventual,Maestría,Divorciado,49,1,Inquilino,Administrativo,costurera,12,mensual,0.5,0,12
486,24426,133563,6,Trabajo eventual,Secundaria,Soltero,46,1,Inquilino,Jubilado,policia,15,catorcenal,0.7,0,12
688,20850,182404,6,Trabajo eventual,Preparatoria,Soltero,35,1,Propietario,Jubilado,Empleado,6,quincenal,0.5,0,12
576,31123,165878,6,Trabajo asalariado,Primaria,Casado,26,2,Propietario,Ventas por catÃ¡logo,agricultor,6,quincenal,0.5,0,12
713,29578,94489,6,Trabajador independiente,Bachillerato,Casado,32,1,Propietario,Administrativo,Programador,18,catorcenal,0.5,1,12
609,34257,161570,6,Pensionado jubilado,Maestría,Viudo,35,1,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.4,1,12
523,26510,118175,6,Trabajo asalariado,Secundaria,Divorciado,43,2,Propietario,Operativo,tortillera,12,quincenal,0.8,0,12
454,42265,42487,6,Trabajo asalariado,Primaria,Casado,39,1,Inquilino,Operativo,Oficial AlbaÃ±il,9,quincenal,0.7,0,12
596,24508,127232,6,Trabajador independiente,Educación Básica,Divorciado,28,1,Propietario,Jubilado,Jubilado,12,catorcenal,0.9,0,12
397,38339,122235,6,Trabajo asalariado,Educación Básica,Divorciado,62,3,Propietario,Operativo,alfarero,9,quincenal,0.9,0,12
598,17765,79071,6,Trabajo eventual,Maestría,Viudo,43,1,Inquilino,Administrativo,licenciada,18,mensual,0.5,1,12
671,20850,182404,6,Trabajo eventual,Preparatoria,Soltero,35,1,Propietario,Jubilado,Empleado,6,quincenal,0.5,0,12
867,38755,96170,6,Trabajo asalariado,Secundaria,Casado,33,4,Inquilino,Ventas por catÃ¡logo,carpintero,15,catorcenal,0.1,1,12
714,20850,182404,6,Trabajo eventual,Preparatoria,Soltero,35,1,Propietario,Jubilado,Empleado,6,quincenal,0.4,1,12
577,22014,179018,6,Trabajo eventual,Licenciatura,Soltero,43,0,Propietario,Jubilado,ventas,6,semanal,0.5,0,12
458,9437,118816,6,Pensionado jubilado,Especialidad,Casado,45,3,Inquilino,Operativo,obrero,15,mensual,0.9,0,12
300,27443,26447,6,Trabajo asalariado,Especialidad,Casado,45,2,Propietario,Jubilado,Encargado de restaurant,6,semanal,0.8,0,12
300,7808,13706,6,Trabajo asalariado,Especialidad,Soltero,58,4,Propietario,Operativo,farmacia,3,quincenal,0.7,0,12
616,26452,87566,6,Trabajo asalariado,Media superior,Viudo,33,4,Propietario,Jubilado,obrero,3,semanal,0.6,0,12
372,23297,14503,6,Trabajador independiente,Maestría,Casado,33,2,Propietario,Operativo,docente,15,mensual,0.8,0,12
570,14996,12099,6,Trabajador independiente,Especialidad,Divorciado,54,0,Propietario,Administrativo,intendente,6,mensual,0.9,1,12
367,25953,151451,6,Trabajo asalariado,Media superior,Viudo,61,4,Inquilino,Operativo,director de obras pÃºblicas,6,mensual,0.8,0,12
578,15816,180929,6,Trabajo eventual,Especialidad,Divorciado,61,3,Inquilino,Operativo,obrero,12,mensual,0.8,0,12
371,9806,65428,6,Trabajo eventual,Especialidad,Soltero,26,3,Propietario,Ventas por catÃ¡logo,alfarero,3,catorcenal,0.7,0,12
362,32570,108892,6,Trabajador independiente,Secundaria,Soltero,66,1,Inquilino,Administrativo,docente,18,mensual,0.7,0,12
467,5525,75202,6,Trabajo asalariado,Licenciatura,Soltero,61,0,Inquilino,Administrativo,docente,3,quincenal,0.9,0,12
482,5525,75202,6,Trabajo asalariado,Licenciatura,Soltero,61,0,Inquilino,Administrativo,docente,3,quincenal,0.7,0,12
459,29489,48472,6,Trabajo eventual,Media superior,Viudo,29,1,Propietario,Ventas por catÃ¡logo,farmacia,6,mensual,0.9,0,12
445,43006,25095,6,Trabajador independiente,Licenciatura,Divorciado,29,1,Propietario,Jubilado,Programador,3,catorcenal,0.8,0,12
546,29596,91516,6,Trabajo asalariado,Ingeniería,Soltero,22,2,Inquilino,Administrativo,alfarero,18,catorcenal,0.7,1,12
507,28650,173876,6,Trabajo eventual,Ingeniería,Casado,50,3,Inquilino,Administrativo,labor de hogar,3,mensual,0.7,1,12
372,17201,88457,6,Pensionado jubilado,Bachillerato,Soltero,38,1,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,18,semanal,0.7,0,12
728,26730,105483,6,Trabajo asalariado,Maestría,Soltero,43,4,Inquilino,Ventas por catÃ¡logo,farmacia,18,semanal,0.3,1,12
743,42208,145659,6,Trabajo eventual,Educación Básica,Casado,49,1,Propietario,Administrativo,policia,9,catorcenal,0.2,1,12
459,25144,120053,6,Trabajo asalariado,Ingeniería,Divorciado,51,2,Propietario,Operativo,docente,3,catorcenal,0.8,0,12
788,35678,195868,6,Trabajador independiente,Maestría,Soltero,20,0,Inquilino,Jubilado,farmacia,3,quincenal,0.2,1,12
400,37123,66063,6,Pensionado jubilado,Licenciatura,Casado,18,1,Propietario,Jubilado,docente,18,mensual,0.7,0,12
777,37556,110487,6,Pensionado jubilado,Especialidad,Divorciado,36,0,Inquilino,Ventas por catÃ¡logo,Jubilado,12,quincenal,0.1,1,12
815,16536,89045,6,Trabajo asalariado,Media superior,Divorciado,41,4,Propietario,Ventas por catÃ¡logo,Mesera,15,quincenal,0.1,1,12
759,18380,188214,6,Pensionado jubilado,Licenciatura,Divorciado,69,4,Propietario,Jubilado,agricultor,3,catorcenal,0.3,1,12
395,13646,119099,6,Pensionado jubilado,Preparatoria,Divorciado,56,4,Propietario,Jubilado,labor de hogar,12,catorcenal,0.8,0,12
610,11640,185795,6,Trabajo asalariado,Preparatoria,Casado,32,1,Inquilino,Jubilado,Encargado de restaurant,15,semanal,0.8,0,12
577,33144,33795,6,Trabajador independiente,Educación Básica,Soltero,65,1,Inquilino,Ventas por catÃ¡logo,tortillera,18,quincenal,0.8,0,12
376,17201,88457,6,Pensionado jubilado,Bachillerato,Soltero,38,1,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,18,semanal,0.8,0,12
377,47668,147312,6,Trabajo asalariado,Primaria,Divorciado,65,4,Inquilino,Jubilado,mecÃ¡nico,12,catorcenal,0.9,1,12
719,40631,53781,6,Trabajo eventual,Secundaria,Casado,56,2,Inquilino,Administrativo,Contadora,18,mensual,0.2,1,12
756,7711,154340,6,Trabajador independiente,Ingeniería,Soltero,50,4,Inquilino,Administrativo,Administrativo,12,semanal,0.1,1,12
349,12005,160331,6,Trabajo eventual,Educación Básica,Soltero,68,4,Inquilino,Jubilado,enfermera,12,quincenal,0.8,0,12
379,13712,8471,6,Trabajo eventual,Educación Básica,Soltero,38,0,Inquilino,Jubilado,tortillera,9,semanal,0.7,0,12
809,24440,157889,6,Trabajador independiente,Primaria,Divorciado,24,4,Inquilino,Jubilado,preventa,3,mensual,0.1,1,12
764,9470,57756,6,Trabajador independiente,Bachillerato,Casado,29,2,Propietario,Operativo,policia,12,quincenal,0.3,1,12
486,28650,173876,6,Trabajo eventual,Ingeniería,Casado,50,3,Inquilino,Administrativo,labor de hogar,3,mensual,0.9,0,12
342,34009,28284,6,Trabajador independiente,Media superior,Casado,40,4,Propietario,Operativo,farmacia,12,quincenal,0.9,0,12
300,48753,36852,6,Pensionado jubilado,Primaria,Soltero,43,3,Propietario,Administrativo,director de obras pÃºblicas,12,catorcenal,0.8,0,12
746,27015,91544,6,Trabajador independiente,Educación Básica,Viudo,29,1,Propietario,Administrativo,supervisor almacenes,9,catorcenal,0.2,1,12
621,5207,63557,6,Trabajo asalariado,Media superior,Casado,38,1,Inquilino,Administrativo,alfarero,12,quincenal,0.4,0,12
374,6750,198718,6,Trabajo eventual,Preparatoria,Divorciado,21,3,Inquilino,Jubilado,mecÃ¡nico,3,quincenal,0.7,0,12
696,35678,195868,6,Trabajador independiente,Maestría,Soltero,20,0,Inquilino,Jubilado,farmacia,3,quincenal,0.3,1,12
317,14903,84751,6,Trabajo asalariado,Bachillerato,Divorciado,64,1,Propietario,Administrativo,Oficial AlbaÃ±il,12,quincenal,0.8,0,12
347,40941,114089,6,Pensionado jubilado,Especialidad,Viudo,21,1,Inquilino,Ventas por catÃ¡logo,tortillera,18,semanal,0.9,0,12
389,7113,101468,6,Trabajo asalariado,Licenciatura,Casado,50,3,Inquilino,Operativo,obrero,15,semanal,0.8,0,12
325,45461,104239,6,Pensionado jubilado,Ingeniería,Viudo,57,4,Propietario,Jubilado,alfarero,3,mensual,0.7,0,12
